icao,name,city,state,country,lat,lon
CYHT,Haines Junction Airport,Haines Junction,Yukon,CA,60.7891998291,-137.546005249
CYHU,Montreal / Saint-Hubert Airport,Montreal,Quebec,CA,45.5175018311,-73.4169006348
CYHY,Hay River / Merlyn Carter Airport,Hay River,Northwest Territories,CA,60.8396987915,-115.782997131
CYHZ,Halifax / Stanfield International Airport,Halifax,Nova Scotia,CA,44.8807983398,-63.5085983276
CYIB,Atikokan Municipal Airport,Atikokan,Ontario,CA,48.7738990784,-91.6386032104
CYID,Digby / Annapolis Regional Airport,Digby,Nova Scotia,CA,44.5458450365,-65.7854247093
CYIF,St Augustin Airport,St-Augustin,Quebec,CA,51.2117004395,-58.6582984924
CYIK,Ivujivik Airport,Ivujivik,Quebec,CA,62.417301178,-77.9253005981
CYIO,Pond Inlet Airport,Pond Inlet,Nunavut,CA,72.6832962036,-77.9666976929
CYIV,Island Lake Airport,Island Lake,Manitoba,CA,53.8572006226,-94.6536026001
CYJA,Jasper Airport,Jasper,Alberta,CA,52.9967002869,-118.0589981079
CYJF,Fort Liard Airport,Fort Liard,Northwest Territories,CA,60.2358016968,-123.46900177
CYJM,Fort St James Airport,Fort St. James,British Columbia,CA,54.3972015381,-124.2630004883
CYJN,St Jean Airport,St Jean,Quebec,CA,45.2943992615,-73.2810974121
CYJP,Fort Providence Airport,Fort Providence,Northwest Territories,CA,61.3194007874,-117.6060028076
CYJQ,Denny Island Airport,Bella Bella,British Columbia,CA,52.1397018433,-128.063995361
CYJT,Stephenville Airport,Stephenville,Newfoundland and Labrador,CA,48.5442008972,-58.5499992371
CYKA,Kamloops Airport,Kamloops,British Columbia,CA,50.7022018433,-120.4440002441
CYKC,Collins Bay Airport,Collins Bay,Saskatchewan,CA,58.2360992432,-103.6780014038
CYKD,Aklavik Airport,Aklavik,Northwest Territories,CA,68.2232971191,-135.0059967041
CYKF,Waterloo Airport,Kitchener,Ontario,CA,43.4608001709,-80.3786010742
CYKG,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Quebec,CA,61.5886001587,-71.929397583
CYKJ,Key Lake Airport,Key Lake,Saskatchewan,CA,57.2560997009,-105.6179962158
CYKL,Schefferville Airport,Schefferville,Quebec,CA,54.8053016663,-66.8052978516
CYKO,Akulivik Airport,Akulivik,Quebec,CA,60.8185997009,-78.1485977173
CYKQ,Waskaganish Airport,Waskaganish,Quebec,CA,51.4733009338,-78.7583007813
CYKX,Kirkland Lake Airport,Kirkland Lake,Ontario,CA,48.2103004456,-79.9813995361
CYKY,Kindersley Airport,Kindersley,Saskatchewan,CA,51.5175018311,-109.180999756
CYKZ,Buttonville Municipal Airport,Toronto,Ontario,CA,43.8622016907,-79.3700027466
CYLA,Aupaluk Airport,Aupaluk,Quebec,CA,59.2966995239,-69.5997009277
CYLB,Lac La Biche Airport,Lac La Biche,Alberta,CA,54.7703018188,-112.0319976807
CYLC,Kimmirut Airport,Kimmirut,Nunavut,CA,62.8499984741,-69.8833007812
CYLD,Chapleau Airport,Chapleau,Ontario,CA,47.8199996948,-83.3467025757
CYLH,Lansdowne House Airport,Lansdowne House,Ontario,CA,52.1955986023,-87.9341964722
CYLI,Lillooet Airport,Lillooet,British Columbia,CA,50.6747016907,-121.893997192
CYLJ,Meadow Lake Airport,Meadow Lake,Saskatchewan,CA,54.1253013611,-108.5230026245
CYLK,Lutselk'e Airport,Lutselk'e,Northwest Territories,CA,62.4183006287,-110.6819992065
CYLL,Lloydminster Airport,Lloydminster,Saskatchewan,CA,53.3092002869,-110.0729980469
CYLQ,La Tuque Airport,La Tuque,Quebec,CA,47.4096984863,-72.7889022827
CYLR,Leaf Rapids Airport,Leaf Rapids,Manitoba,CA,56.5133018494,-99.9852981567
CYLS,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Ontario,CA,44.4852981567,-79.5556030273
CYLT,Alert Airport,Alert,Nunavut,CA,82.5177993774,-62.2806015015
CYLU,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Quebec,CA,58.7113990784,-65.9927978516
CYLW,Kelowna Airport,Kelowna,British Columbia,CA,49.9561004639,-119.3779983521
CYMA,Mayo Airport,Mayo,Yukon,CA,63.6164016724,-135.8679962158
CYME,Matane Airport,Matane,Quebec,CA,48.8568992615,-67.4533004761
CYMG,Manitouwadge Airport,Manitouwadge,Ontario,CA,49.0839004517,-85.8606033325
CYMH,Mary's Harbour Airport,Mary's Harbour,Newfoundland and Labrador,CA,52.3027992249,-55.8471984863
CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Saskatchewan,CA,50.3302993774,-105.5589981079
CYML,Charlevoix Airport,Charlevoix,Quebec,CA,47.5974998474,-70.2238998413
CYMM,Fort McMurray Airport,Fort McMurray,Alberta,CA,56.653301239,-111.222000122
CYMO,Moosonee Airport,Moosonee,Ontario,CA,51.2910995483,-80.6078033447
CYMT,Chapais Airport,Chibougamau,Quebec,CA,49.771900177,-74.5280990601
CYMU,Umiujaq Airport,Umiujaq,Quebec,CA,56.5360984802,-76.5183029175
CYMW,Maniwaki Airport,Maniwaki,Quebec,CA,46.2728004456,-75.9906005859
CYMX,Montreal International (Mirabel) Airport,Montreal,Quebec,CA,45.6795005798,-74.0386962891
CYMY,Ear Falls Airport,Ear Falls,Ontario,CA,50.7178001404,-93.3835983276
CYNA,Natashquan Airport,Natashquan,Quebec,CA,50.1899986267,-61.7891998291
CYNC,Wemindji Airport,Wemindji,Quebec,CA,53.0106010437,-78.8311004639
CYND,Ottawa / Gatineau Airport,Gatineau,Quebec,CA,45.5217018127,-75.5635986328
CYNE,Norway House Airport,Norway House,Manitoba,CA,53.9583015442,-97.8442001343
CYNH,Hudsons Hope Airport,Hudson's Hope,British Columbia,CA,56.0355987549,-121.9759979248
CYNJ,Langley Airport,Langley,British Columbia,CA,49.1007995605,-122.6309967041
CYNL,Points North Landing Airport,Points North Landing,Saskatchewan,CA,58.2766990662,-104.0820007324
CYNM,Matagami Airport,Matagami,Quebec,CA,49.7616996765,-77.8028030396
CYNN,Nejanilini Lake Airport,Nejanilini Lake,Manitoba,CA,59.4874992371,-97.7802963257
CYNR,Fort Mackay / Horizon Airport,Fort Mackay,Alberta,CA,57.3816986084,-111.700996399
CYOA,Ekati Airport,Ekati,Northwest Territories,CA,64.6988983154,-110.614997864
CYOC,Old Crow Airport,Old Crow,Yukon,CA,67.570602417,-139.8390045166
CYOD,CFB Cold Lake,Cold Lake,Alberta,CA,54.4049987793,-110.2789993286
CYOH,Oxford House Airport,Oxford House,Manitoba,CA,54.9333000183,-95.2789001465
CYOJ,High Level Airport,High Level,Alberta,CA,58.6213989258,-117.1650009155
CYOO,Oshawa Airport,Oshawa,Ontario,CA,43.9227981567,-78.8949966431
CYOP,Rainbow Lake Airport,Rainbow Lake,Alberta,CA,58.4914016724,-119.4079971313
CYOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,Ontario,CA,44.5903015137,-80.8375015259
CYOW,Ottawa Macdonald-Cartier International Airport,Ottawa,Ontario,CA,45.3224983215,-75.6691970825
CYPA,Prince Albert Glass Field,Prince Albert,Saskatchewan,CA,53.2141990662,-105.672996521
CYPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Northwest Territories,CA,69.3608381154,-124.075469971
CYPD,Port Hawkesbury Airport,Port Hawkesbury,Nova Scotia,CA,45.6567001343,-61.3680992126
CYPE,Peace River Airport,Peace River,Alberta,CA,56.2268981934,-117.4469985962
CYPG,Southport Airport,Portage,Manitoba,CA,49.9030990601,-98.2739028931
CYPH,Inukjuak Airport,Inukjuak,Quebec,CA,58.4719009399,-78.0768966675
CYPK,Pitt Meadows Airport,Pitt Meadows,British Columbia,CA,49.2160987854,-122.7099990845
CYPL,Pickle Lake Airport,Pickle Lake,Ontario,CA,51.4463996887,-90.2142028809
CYPM,Pikangikum Airport,Pikangikum,Ontario,CA,51.8196983337,-93.9732971191
CYPN,Port Menier Airport,Port-Menier,Quebec,CA,49.8363990784,-64.2885971069
CYPO,Peawanuck Airport,Peawanuck,Ontario,CA,54.9880981445,-85.4432983398
CYPP,Parent Airport,Parent,Quebec,CA,47.9319000244,-74.6081008911
CYPQ,Peterborough Airport,Peterborough,Ontario,CA,44.2299995422,-78.3632965088
CYPR,Prince Rupert Airport,Prince Rupert,British Columbia,CA,54.2860984802,-130.4450073242
CYPS,Pemberton Airport,Pemberton,British Columbia,CA,50.3025016785,-122.7379989624
CYPT,Pelee Island Airport,Pelee Island,Ontario,CA,41.7803993225,-82.6780014038
CYPU,Puntzi Mountain Airport,Puntzi Mountain,British Columbia,CA,52.1128005981,-124.1449966431
CYPW,Powell River Airport,Powell River,British Columbia,CA,49.8342018127,-124.5
CYPX,Puvirnituq Airport,Puvirnituq,Quebec,CA,60.0505981445,-77.2869033813
CYPY,Fort Chipewyan Airport,Fort Chipewyan,Alberta,CA,58.76720047,-111.1169967651
CYPZ,Burns Lake Airport,Burns Lake,British Columbia,CA,54.3763999939,-125.9509963989
CYQA,Muskoka Airport,Muskoka,Ontario,CA,44.9747009277,-79.3032989502
CYQB,Quebec Jean Lesage International Airport,Quebec,Quebec,CA,46.7910995483,-71.3933029175
CYQD,The Pas Airport,The Pas,Manitoba,CA,53.9714012146,-101.091003418
CYQF,Red Deer Regional Airport,Red Deer,Alberta,CA,52.1822013855,-113.8939971924
CYQG,Windsor Airport,Windsor,Ontario,CA,42.2756004333,-82.9555969238
CYQH,Watson Lake Airport,Watson Lake,Yukon,CA,60.1164016724,-128.8220062256
CYQI,Yarmouth Airport,Yarmouth,Nova Scotia,CA,43.8269004822,-66.0880966187
CYQK,Kenora Airport,Kenora,Ontario,CA,49.7882995605,-94.3630981445
CYQL,Lethbridge County Airport,Lethbridge,Alberta,CA,49.6302986145,-112.800003052
CYQM,Greater Moncton International Airport,Moncton,New Brunswick,CA,46.1122016907,-64.6785964966
CYQN,Nakina Airport,Nakina,Ontario,CA,50.182800293,-86.6964035034
CYQQ,Comox Airport,Comox,British Columbia,CA,49.7108001709,-124.8870010376
CYQR,Regina International Airport,Regina,Saskatchewan,CA,50.4319000244,-104.6660003662
CYQS,St Thomas Municipal Airport,St Thomas,Ontario,CA,42.7700004578,-81.1108016968
CYQT,Thunder Bay Airport,Thunder Bay,Ontario,CA,48.3718986511,-89.3238983154
CYQU,Grande Prairie Airport,Grande Prairie,Alberta,CA,55.1796989441,-118.885002136
CYQV,Yorkton Municipal Airport,Yorkton,Saskatchewan,CA,51.2647018433,-102.4619979858
CYQW,North Battleford Airport,North Battleford,Saskatchewan,CA,52.7691993713,-108.2440032959
CYQX,Gander International Airport,Gander,Newfoundland and Labrador,CA,48.9369010925,-54.5680999756
CYQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Nova Scotia,CA,46.1613998413,-60.0477981567
CYQZ,Quesnel Airport,Quesnel,British Columbia,CA,53.0261001587,-122.5100021362
CYRA,Rae Lakes Airport,Gameti,Northwest Territories,CA,64.1160964966,-117.3099975586
CYRB,Resolute Bay Airport,Resolute Bay,Nunavut,CA,74.7169036865,-94.9693984985
CYRC,Chicoutimi St Honore Airport,Chicoutimi,Quebec,CA,48.5208015442,-71.0505981445
CYRI,Riviere-du-Loup Airport,Riviere-du-Loup,Quebec,CA,47.7644004822,-69.5847015381
CYRJ,Roberval Airport,Roberval,Quebec,CA,48.5200004578,-72.2656021118
CYRL,Red Lake Airport,Red Lake,Ontario,CA,51.0668983459,-93.7930984497
CYRM,Rocky Mountain House Airport,Rocky Mountain House,Alberta,CA,52.4296989441,-114.9039993286
CYRO,Ottawa / Rockcliffe Airport,Ottawa,Ontario,CA,45.4603004456,-75.6461029053
CYRP,Ottawa / Carp Airport,Carp,Ontario,CA,45.3191986084,-76.0222015381
CYRQ,Trois-Rivieres Airport,Trois-Rivieres,Quebec,CA,46.3527984619,-72.679397583
CYRS,Red Sucker Lake Airport,Red Sucker Lake,Manitoba,CA,54.1671981812,-93.5571975708
CYRT,Rankin Inlet Airport,Rankin Inlet,Nunavut,CA,62.8114013672,-92.1157989502
CYRV,Revelstoke Airport,Revelstoke,British Columbia,CA,50.9667015076,-118.182998657
CYSA,Stratford Municipal Airport,Stratford,Ontario,CA,43.415599823,-80.9344024658
CYSB,Sudbury Airport,Sudbury,Ontario,CA,46.625,-80.7988967896
CYSC,Sherbrooke Airport,Sherbrooke,Quebec,CA,45.4385986328,-71.6913986206
CYSE,Squamish Airport,Squamish,British Columbia,CA,49.7817001343,-123.1620025635
CYSF,Stony Rapids Airport,Stony Rapids,Saskatchewan,CA,59.2503013611,-105.841003418
CYSG,St Georges Airport,St Georges,Quebec,CA,46.0964012146,-70.7146987915
CYSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Ontario,CA,44.9458007813,-75.9405975342
CYSJ,Saint John Airport,Saint John,New Brunswick,CA,45.3161010742,-65.890296936
CYSK,Sanikiluaq Airport,Sanikiluaq,Nunavut,CA,56.5377998352,-79.2466964722
CYSL,St Leonard Airport,St Leonard,New Brunswick,CA,47.1575012207,-67.8347015381
CYSM,Fort Smith Airport,Fort Smith,Northwest Territories,CA,60.0203018188,-111.9619979858
CYSN,Niagara District Airport,St Catharines,Ontario,CA,43.1916999817,-79.1716995239
CYSP,Marathon Airport,Marathon,Ontario,CA,48.7552986145,-86.3443984985
CYSQ,Atlin Airport,Atlin,British Columbia,CA,59.5766983032,-133.6690063477
CYST,St. Theresa Point Airport,St. Theresa Point,Manitoba,CA,53.8456001282,-94.8518981934
CYSU,Summerside Airport,Summerside,Prince Edward Island,CA,46.4406013489,-63.8335990906
CYSW,Sparwood Elk Valley Airport,Sparwood,British Columbia,CA,49.8333015442,-114.8830032349
CYSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Northwest Territories,CA,71.9938964844,-125.242996216
CYSZ,Ste Anne Des Monts Airport,Ste-Anne-Des-Monts,Quebec,CA,49.120300293,-66.5291976929
CYTA,Pembroke Airport,Pembroke,Ontario,CA,45.8643989563,-77.251701355
CYTB,Tillsonburg Airport,Tillsonburg,Ontario,CA,42.9275,-80.7469444444
CYTE,Cape Dorset Airport,Cape Dorset,Nunavut,CA,64.2300033569,-76.5267028809
CYTF,Alma Airport,Alma,Quebec,CA,48.5088996887,-71.6418991089
CYTH,Thompson Airport,Thompson,Manitoba,CA,55.8011016846,-97.8641967773
CYTL,Big Trout Lake Airport,Big Trout Lake,Ontario,CA,53.8177986145,-89.8968963623
CYTN,Trenton Airport,Trenton,Nova Scotia,CA,45.6119003296,-62.6211013794
CYTQ,Tasiujaq Airport,Tasiujaq,Quebec,CA,58.6678009033,-69.9558029175
CYTR,CFB Trenton,Trenton,Ontario,CA,44.1189002991,-77.5280990601
CYTS,Timmins/Victor M. Power,Timmins,Ontario,CA,48.5696983337,-81.376701355
CYTZ,Billy Bishop Toronto City Centre Airport,Toronto,Ontario,CA,43.6274986267,-79.3962020874
CYUB,Tuktoyaktuk Airport,Tuktoyaktuk,Northwest Territories,CA,69.4332962036,-133.0260009766
CYUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Quebec,CA,45.4706001282,-73.7407989502
CYUT,Repulse Bay Airport,Repulse Bay,Nunavut,CA,66.5214004517,-86.2247009277
CYUX,Hall Beach Airport,Hall Beach,Nunavut,CA,68.7761001587,-81.243598938
CYUY,Rouyn Noranda Airport,Rouyn-Noranda,Quebec,CA,48.2061004639,-78.8356018066
CYVB,Bonaventure Airport,Bonaventure,Quebec,CA,48.0710983276,-65.4602966309
CYVC,La Ronge Airport,La Ronge,Saskatchewan,CA,55.1514015198,-105.2620010376
CYVD,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,Virden,Manitoba,CA,49.8782997131,-100.917999268
CYVG,Vermilion Airport,Vermilion,Alberta,CA,53.3558006287,-110.8239974976
CYVK,Vernon Airport,Vernon,British Columbia,CA,50.2481002808,-119.3310012817
CYVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,Nunavut,CA,67.5457992554,-64.0314025879
CYVO,Val-d'Or Airport,Val-d'Or,Quebec,CA,48.0532989502,-77.7827987671
CYVP,Kuujjuaq Airport,Kuujjuaq,Quebec,CA,58.0960998535,-68.426902771
CYVQ,Norman Wells Airport,Norman Wells,Northwest Territories,CA,65.2816009521,-126.797996521
CYVR,Vancouver International Airport,Vancouver,British Columbia,CA,49.193901062,-123.1839981079
CYVT,Buffalo Narrows Airport,Buffalo Narrows,Saskatchewan,CA,55.8418998718,-108.417999268
CYVV,Wiarton Airport,Wiarton,Ontario,CA,44.7458000183,-81.1072006226
CYVZ,Deer Lake Airport,Deer Lake,Ontario,CA,52.6557998657,-94.0614013672
CYWA,Petawawa Airport,Petawawa,Ontario,CA,45.9522018433,-77.3191986084
CYWE,Wekweeti Airport,Wekweeti,Northwest-Territories,CA,64.1908035278,-114.077003479
CYWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Manitoba,CA,49.9099998474,-97.2398986816
CYWJ,Deline Airport,Deline,Northwest-Territories,CA,65.2110977173,-123.4359970093
CYWK,Wabush Airport,Wabush,Newfoundland and Labrador,CA,52.9219017029,-66.864402771
CYWL,Williams Lake Airport,Williams Lake,British-Columbia,CA,52.1831016541,-122.0540008545
CYWM,Athabasca Airport,Athabasca,Alberta,CA,54.7430992126,-113.2050018311
CYWP,Webequie Airport,Webequie,Ontario,CA,52.9593933975,-87.3748683929
CYWV,Wainwright Airport,Wainwright,Alberta,CA,52.7957992554,-110.8570022583
CYWY,Wrigley Airport,Wrigley,Northwest-Territories,CA,63.209400177,-123.43699646
CYXC,Cranbrook Airport,Cranbrook,British-Columbia,CA,49.6108016968,-115.7819976807
CYXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Alberta,CA,53.5724983215,-113.521003723
CYXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Saskatchewan,CA,52.1707992554,-106.6999969482
CYXH,Medicine Hat Airport,Medicine Hat,Alberta,CA,50.018901825,-110.7210006714
CYXJ,Fort St John Airport,Fort St.John,British-Columbia,CA,56.2380981445,-120.7399978638
CYXK,Rimouski Airport,Rimouski,Quebec,CA,48.478099823,-68.4969024658
CYXL,Sioux Lookout Airport,Sioux Lookout,Ontario,CA,50.113899231,-91.9052963257
CYXN,Whale Cove Airport,Whale Cove,Nunavut,CA,62.2400016785,-92.5980987549
CYXP,Pangnirtung Airport,Pangnirtung,Nunavut,CA,66.1449966431,-65.7136001587
CYXQ,Beaver Creek Airport,Beaver Creek,Yukon,CA,62.4103012085,-140.8670043945
CYXR,Earlton (Timiskaming Regional) Airport,Earlton,Ontario,CA,47.6974006546,-79.8473453522
CYXS,Prince George Airport,Prince George,British-Columbia,CA,53.8894004822,-122.6790008545
CYXT,Terrace Airport,Terrace,British-Columbia,CA,54.46849823,-128.5760040283
CYXU,London Airport,London,Ontario,CA,43.0355987549,-81.1539001465
CYXX,Abbotsford Airport,Abbotsford,British-Columbia,CA,49.0252990723,-122.361000061
CYXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,Yukon,CA,60.7095985413,-135.067001343
CYXZ,Wawa Airport,Wawa,Ontario,CA,47.9667015076,-84.7866973877
CYYB,North Bay Airport,North Bay,Ontario,CA,46.3636016846,-79.4227981567
CYYC,Calgary International Airport,Calgary,Alberta,CA,51.113899231,-114.0199966431
CYYD,Smithers Airport,Smithers,British-Columbia,CA,54.8246994019,-127.1829986572
CYYE,Fort Nelson Airport,Fort Nelson,British-Columbia,CA,58.8363990784,-122.5970001221
CYYF,Penticton Airport,Penticton,British-Columbia,CA,49.4631004333,-119.6019973755
CYYG,Charlottetown Airport,Charlottetown,Newfoundland and Labrador,CA,46.2900009155,-63.1211013794
CYYH,Taloyoak Airport,Taloyoak,Nunavut,CA,69.5466995239,-93.5766983032
CYYJ,Victoria International Airport,Victoria,British-Columbia,CA,48.646900177,-123.4260025024
CYYL,Lynn Lake Airport,Lynn Lake,Manitoba,CA,56.863899231,-101.0759963989
CYYM,Cowley Airport,Cowley,Alberta,CA,49.6363983154,-114.09400177
CYYN,Swift Current Airport,Swift Current,Saskatchewan,CA,50.2919006348,-107.691001892
CYYO,Wynyard / W.B. Needham Field,Wynyard,Saskatchewan,CA,51.8098883726,-104.169788361
CYYQ,Churchill Airport,Churchill,Manitoba,CA,58.739200592,-94.0650024414
CYYR,Goose Bay Airport,Goose Bay,Newfoundland and Labrador,CA,53.3191986084,-60.4258003235
CYYT,St. John's International Airport,St. John's,Newfoundland and Labrador,CA,47.618598938,-52.7518997192
CYYU,Kapuskasing Airport,Kapuskasing,Ontario,CA,49.413898468,-82.4674987793
CYYW,Armstrong Airport,Armstrong,Ontario,CA,50.2902984619,-88.9096984863
CYYY,Mont Joli Airport,Mont-Joli,Quebec,CA,48.6086006165,-68.2080993652
CYYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,43.6772003174,-79.6305999756
CYZD,Downsview Airport,Toronto,Ontario,CA,43.7425003052,-79.4655990601
CYZE,Gore Bay Manitoulin Airport,Gore Bay,Ontario,CA,45.8852996826,-82.5678024292
CYZF,Yellowknife Airport,Yellowknife,Northwest-Territories,CA,62.4627990723,-114.4400024414
CYZG,Salluit Airport,Salluit,Quebec,CA,62.1794013977,-75.6671981812
CYZH,Slave Lake Airport,Slave Lake,Alberta,CA,55.2930984497,-114.777000427
CYZP,Sandspit Airport,Sandspit,British-Columbia,CA,53.2542991638,-131.813995361
CYZR,Chris Hadfield Airport,Sarnia,Ontario,CA,42.9994010925,-82.3088989258
CYZS,Coral Harbour Airport,Coral Harbour,Nunavut,CA,64.1932983398,-83.3593978882
CYZT,Port Hardy Airport,Port Hardy,British-Columbia,CA,50.6805992126,-127.3669967651
CYZU,Whitecourt Airport,Whitecourt,Alberta,CA,54.143901825,-115.7870025635
CYZV,Sept-Iles Airport,Sept-Iles,Quebec,CA,50.2233009338,-66.2656021118
CYZW,Teslin Airport,Teslin,Yukon,CA,60.1727981567,-132.7429962158
CYZX,CFB Greenwood,Greenwood,Nova-Scotia,CA,44.9844017029,-64.9169006348
CYZY,Mackenzie Airport,Mackenzie,British-Columbia,CA,55.3044013977,-123.132003784
CZAC,York Landing Airport,York Landing,Manitoba,CA,56.0894012451,-96.0892028809
CZAM,Salmon Arm Airport,Salmon Arm,British-Columbia,CA,50.682800293,-119.2289962769
CZBA,Burlington Executive,Burlington,Ontario,CA,43.4414531515,-79.850102663
CZBB,Vancouver / Boundary Bay Airport,Boundary Bay,British-Columbia,CA,49.0741996765,-123.012001038
CZBD,Ilford Airport,Ilford,Manitoba,CA,56.0614013672,-95.613899231
CZBF,Bathurst Airport,Bathurst,New-Brunswick,CA,47.629699707,-65.738899231
CZBM,Bromont (Roland Desourdy) Airport,Bromont,Quebec,CA,45.2907981873,-72.7414016724
CZEE,Kelsey Airport,Kelsey,Manitoba,CA,56.0374984741,-96.5096969604
CZEM,Eastmain River Airport,Eastmain River,Quebec,CA,52.226398468,-78.5224990845
CZFA,Faro Airport,Faro,Yukon,CA,62.2075004578,-133.3760070801
CZFD,Fond-Du-Lac Airport,Fond-Du-Lac,Saskatchewan,CA,59.334400177,-107.1819992065
CZFG,Pukatawagan Airport,Pukatawagan,Manitoba,CA,55.7491989136,-101.2659988403
CZFM,Fort Mcpherson Airport,Fort Mcpherson,Northwest-Territories,CA,67.4075012207,-134.8609924316
CZFN,Tulita Airport,Tulita,Northwest-Territories,CA,64.9096984863,-125.5729980469
CZGF,Grand Forks Airport,Grand Forks,British-Columbia,CA,49.0155982971,-118.4309997559
CZGI,Gods River Airport,Gods River,Manitoba,CA,54.8396987915,-94.0785980225
CZGR,Little Grand Rapids Airport,Little Grand Rapids,Manitoba,CA,52.0456008911,-95.4657974243
CZHP,High Prairie Airport,High Prairie,Alberta,CA,55.3936004639,-116.4749984741
CZJG,Jenpeg Airport,Jenpeg,Manitoba,CA,54.518901825,-98.0460968018
CZJN,Swan River Airport,Swan River,Manitoba,CA,52.1206016541,-101.236000061
CZKE,Kashechewan Airport,Kashechewan,Ontario,CA,52.2825012207,-81.6778030396
